date,city,kitchen_id,item_name,category,price,orders,weekday,promo_flag,temperature,kitchen_capacity,delivery_distance_km,holiday_flag
2024-11-19,Chennai,KFCH1,Chicken Biryani,Main Course,336,78,Tuesday,1,27,348,1.44,0
2024-09-14,Chennai,KFCH1,Margherita Pizza,Main Course,279,99,Saturday,0,19,210,0.83,1
2024-09-29,Delhi,KFDE3,Chicken Biryani,Main Course,272,108,Sunday,0,35,477,2.55,1
2024-07-31,Hyderabad,KFHY4,Veg Wrap,Snacks,293,117,Wednesday,0,20,321,6.62,0
2024-04-28,Kolkata,KFKO1,Chicken Wrap,Snacks,352,51,Sunday,0,30,348,7.84,1
2024-10-28,Chennai,KFCH3,Cold Coffee,Beverages,355,100,Monday,0,39,349,7.89,0
2024-01-22,Hyderabad,KFHY1,Margherita Pizza,Main Course,377,33,Monday,0,37,482,7.74,0
2024-03-28,Hyderabad,KFHY1,Pepperoni Pizza,Main Course,290,41,Thursday,0,20,390,1.29,0
2024-01-23,Pune,KFPU2,Cold Coffee,Beverages,227,135,Tuesday,1,22,310,1.71,0
2024-03-12,Mumbai,KFMU4,Margherita Pizza,Main Course,122,69,Tuesday,0,20,423,7.1,0
2024-12-19,Bangalore,KFBA1,Paneer Biryani,Main Course,421,107,Thursday,0,19,311,6.38,0
2024-03-26,Delhi,KFDE2,Paneer Biryani,Main Course,173,16,Tuesday,0,31,320,7.69,0
2024-01-20,Bangalore,KFBA4,Veg Wrap,Snacks,342,82,Saturday,1,22,385,3.26,1
2024-01-20,Delhi,KFDE4,Pepperoni Pizza,Main Course,346,30,Saturday,0,38,509,5.72,1
2024-07-20,Chennai,KFCH2,Chicken Wrap,Snacks,307,61,Saturday,0,34,318,7.06,1
2024-08-08,Chennai,KFCH3,Brownie,Dessert,348,84,Thursday,0,37,587,0.9,0
2024-01-24,Delhi,KFDE2,Paneer Biryani,Main Course,278,64,Wednesday,0,34,518,1.08,0
2024-05-31,Pune,KFPU4,Pepperoni Pizza,Main Course,433,106,Friday,0,21,391,4.4,0
2024-06-21,Hyderabad,KFHY2,Cold Coffee,Beverages,232,59,Friday,0,37,312,4.99,0
2024-09-07,Kolkata,KFKO3,Chicken Biryani,Main Course,237,49,Saturday,0,23,459,4.22,1
2024-02-16,Bangalore,KFBA3,Pepperoni Pizza,Main Course,166,82,Friday,0,24,336,7.63,0
2024-11-20,Mumbai,KFMU4,Margherita Pizza,Main Course,257,54,Wednesday,0,28,312,4.89,0
2024-04-27,Pune,KFPU2,Chicken Biryani,Main Course,484,78,Saturday,1,27,234,3.72,1
2024-03-09,Pune,KFPU4,Margherita Pizza,Main Course,168,25,Saturday,0,22,555,1.5,1
2024-09-16,Chennai,KFCH3,Cold Coffee,Beverages,248,28,Monday,0,23,496,1.69,0
2024-11-11,Hyderabad,KFHY4,Chicken Biryani,Main Course,150,88,Monday,0,21,412,1.02,0
2024-12-29,Delhi,KFDE2,Pepperoni Pizza,Main Course,339,11,Sunday,0,31,319,7.81,1
2024-06-30,Kolkata,KFKO2,Chicken Biryani,Main Course,324,74,Sunday,0,30,427,0.75,1
2024-03-24,Delhi,KFDE2,Veg Wrap,Snacks,140,72,Sunday,0,24,269,7.25,1
2024-06-08,Bangalore,KFBA4,Brownie,Dessert,262,70,Saturday,1,27,353,3.64,1
2024-11-08,Pune,KFPU2,Margherita Pizza,Main Course,201,73,Friday,0,22,504,3.98,0
2024-12-10,Pune,KFPU4,Chicken Wrap,Snacks,280,54,Tuesday,0,27,526,5.63,0
2024-10-15,Mumbai,KFMU4,Margherita Pizza,Main Course,180,102,Tuesday,0,28,368,6.44,0
2024-06-25,Mumbai,KFMU2,Pepperoni Pizza,Main Course,317,102,Tuesday,0,38,204,7.59,0
2024-04-21,Mumbai,KFMU2,Paneer Biryani,Main Course,217,20,Sunday,0,24,285,2.68,1
2024-10-20,Hyderabad,KFHY3,Paneer Biryani,Main Course,218,68,Sunday,0,34,231,2.44,1
2024-01-20,Delhi,KFDE3,Chicken Wrap,Snacks,485,90,Saturday,0,25,412,5.45,1
2024-04-25,Hyderabad,KFHY2,Veg Wrap,Snacks,287,62,Thursday,0,34,265,0.99,0
2024-09-10,Bangalore,KFBA4,Chicken Wrap,Snacks,216,46,Tuesday,0,23,366,5.43,0
2024-03-29,Bangalore,KFBA2,Veg Wrap,Snacks,316,55,Friday,0,29,273,1.21,0
2024-10-23,Hyderabad,KFHY1,Margherita Pizza,Main Course,191,59,Wednesday,0,32,437,4.5,0
2024-02-11,Hyderabad,KFHY4,Pepperoni Pizza,Main Course,387,6,Sunday,0,20,564,7.3,1
2024-04-23,Bangalore,KFBA4,Pepperoni Pizza,Main Course,339,5,Tuesday,0,25,300,5.99,0
2024-06-24,Bangalore,KFBA1,Chicken Wrap,Snacks,485,43,Monday,1,29,594,4.29,0
2024-05-08,Kolkata,KFKO1,Cold Coffee,Beverages,140,34,Wednesday,0,21,301,7.85,0
2024-02-28,Kolkata,KFKO4,Veg Wrap,Snacks,444,29,Wednesday,0,21,480,6.67,0
2024-06-02,Chennai,KFCH2,Margherita Pizza,Main Course,346,65,Sunday,0,26,571,7.39,1
2024-05-13,Bangalore,KFBA4,Chicken Wrap,Snacks,496,21,Monday,1,29,563,2.86,0
2024-05-10,Hyderabad,KFHY4,Pepperoni Pizza,Main Course,396,32,Friday,0,18,362,1.56,0
2024-02-10,Bangalore,KFBA3,Paneer Biryani,Main Course,433,79,Saturday,0,33,583,3.14,1
2024-11-20,Hyderabad,KFHY3,Pepperoni Pizza,Main Course,390,95,Wednesday,0,37,580,5.57,0
2024-03-06,Bangalore,KFBA4,Brownie,Dessert,275,51,Wednesday,0,26,347,2.2,0
2024-09-03,Kolkata,KFKO4,Cold Coffee,Beverages,186,15,Tuesday,1,32,493,3.2,0
2024-11-08,Pune,KFPU1,Pepperoni Pizza,Main Course,261,121,Friday,1,24,592,6.41,0
2024-07-25,Delhi,KFDE3,Chicken Biryani,Main Course,253,95,Thursday,0,19,575,3.35,0
2024-05-21,Hyderabad,KFHY1,Brownie,Dessert,309,39,Tuesday,0,31,283,0.64,0
2024-12-09,Chennai,KFCH2,Pepperoni Pizza,Main Course,334,40,Monday,1,36,309,7.33,0
2024-10-01,Mumbai,KFMU4,Chicken Wrap,Snacks,292,75,Tuesday,0,26,450,5.21,0
2024-04-30,Hyderabad,KFHY3,Cold Coffee,Beverages,239,42,Tuesday,0,21,485,0.85,0
2024-06-09,Hyderabad,KFHY1,Pepperoni Pizza,Main Course,322,57,Sunday,0,31,421,4.99,1
2024-03-08,Hyderabad,KFHY4,Paneer Biryani,Main Course,480,114,Friday,0,33,261,6.46,0
2024-06-06,Hyderabad,KFHY3,Veg Wrap,Snacks,183,123,Thursday,1,38,524,2.39,0
2024-06-20,Mumbai,KFMU1,Margherita Pizza,Main Course,320,65,Thursday,0,20,415,7.67,0
2024-01-08,Pune,KFPU3,Cold Coffee,Beverages,451,58,Monday,0,32,214,5.01,0
2024-01-26,Hyderabad,KFHY1,Pepperoni Pizza,Main Course,351,25,Friday,0,37,356,5.3,0
2024-11-06,Kolkata,KFKO4,Chicken Wrap,Snacks,379,26,Wednesday,0,20,541,2.47,0
2024-06-10,Bangalore,KFBA3,Chicken Biryani,Main Course,376,76,Monday,0,23,413,2.41,0
2024-03-01,Hyderabad,KFHY2,Paneer Biryani,Main Course,402,12,Friday,0,27,292,4.05,0
2024-12-20,Chennai,KFCH3,Brownie,Dessert,356,88,Friday,0,30,388,0.54,0
2024-10-28,Mumbai,KFMU2,Brownie,Dessert,162,24,Monday,0,24,540,3.79,0
2024-07-10,Chennai,KFCH2,Veg Wrap,Snacks,429,109,Wednesday,0,22,504,5.13,0
2024-12-09,Pune,KFPU3,Veg Wrap,Snacks,302,45,Monday,0,28,346,3.88,0
2024-05-06,Chennai,KFCH1,Chicken Biryani,Main Course,287,112,Monday,0,25,308,5.06,0
2024-08-27,Mumbai,KFMU1,Paneer Biryani,Main Course,222,96,Tuesday,0,25,352,5.27,0
2024-12-08,Chennai,KFCH1,Cold Coffee,Beverages,334,53,Sunday,0,35,345,1.36,1
2024-06-09,Kolkata,KFKO4,Paneer Biryani,Main Course,266,115,Sunday,0,37,312,1.03,1
2024-08-30,Kolkata,KFKO1,Cold Coffee,Beverages,377,67,Friday,0,27,506,4.95,0
2024-09-22,Chennai,KFCH2,Veg Wrap,Snacks,237,77,Sunday,0,20,283,5.28,1
2024-04-26,Delhi,KFDE1,Pepperoni Pizza,Main Course,469,44,Friday,0,26,467,2.71,0
2024-11-16,Kolkata,KFKO1,Cold Coffee,Beverages,476,89,Saturday,0,23,483,3.41,1
2024-04-16,Delhi,KFDE4,Veg Wrap,Snacks,494,77,Tuesday,0,29,553,3.38,0
2024-07-13,Hyderabad,KFHY4,Cold Coffee,Beverages,160,67,Saturday,0,28,247,0.59,1
2024-11-08,Chennai,KFCH4,Chicken Wrap,Snacks,286,38,Friday,0,22,206,1.57,0
2024-02-25,Mumbai,KFMU1,Cold Coffee,Beverages,267,23,Sunday,0,35,325,4.97,1
2024-10-20,Pune,KFPU4,Paneer Biryani,Main Course,295,77,Sunday,1,18,230,5.66,1
2024-11-20,Chennai,KFCH4,Brownie,Dessert,186,79,Wednesday,0,31,562,3.41,0
2024-08-21,Bangalore,KFBA2,Pepperoni Pizza,Main Course,434,19,Wednesday,0,27,321,1.37,0
2024-06-18,Hyderabad,KFHY1,Veg Wrap,Snacks,206,10,Tuesday,0,26,568,1.16,0
2024-02-28,Kolkata,KFKO2,Chicken Wrap,Snacks,228,100,Wednesday,0,21,268,1.66,0
2024-10-31,Pune,KFPU2,Margherita Pizza,Main Course,461,57,Thursday,0,36,586,2.77,0
2024-04-18,Bangalore,KFBA2,Chicken Biryani,Main Course,460,50,Thursday,0,38,499,6.73,0
2024-11-19,Bangalore,KFBA1,Chicken Wrap,Snacks,399,103,Tuesday,0,19,338,2.05,0
2024-09-29,Bangalore,KFBA4,Paneer Biryani,Main Course,223,90,Sunday,0,36,364,5.98,1
2024-01-08,Hyderabad,KFHY1,Chicken Biryani,Main Course,220,57,Monday,1,38,553,5.92,0
2024-02-16,Hyderabad,KFHY2,Margherita Pizza,Main Course,365,15,Friday,0,22,383,2.57,0
2024-02-15,Delhi,KFDE4,Pepperoni Pizza,Main Course,136,119,Thursday,0,33,307,4.13,0
2024-12-17,Chennai,KFCH3,Cold Coffee,Beverages,369,104,Tuesday,0,18,415,3.81,0
2024-07-21,Mumbai,KFMU3,Paneer Biryani,Main Course,298,76,Sunday,1,35,291,6.71,1
2024-09-16,Kolkata,KFKO1,Veg Wrap,Snacks,167,77,Monday,0,30,536,5.3,0
2024-08-12,Bangalore,KFBA3,Pepperoni Pizza,Main Course,442,63,Monday,0,32,388,7.45,0
2024-07-26,Delhi,KFDE4,Pepperoni Pizza,Main Course,468,90,Friday,0,39,593,1.51,0
2024-05-05,Pune,KFPU4,Chicken Wrap,Snacks,313,45,Sunday,0,32,362,7.98,1
2024-09-20,Delhi,KFDE1,Brownie,Dessert,446,34,Friday,0,18,491,6.76,0
2024-01-01,Kolkata,KFKO1,Margherita Pizza,Main Course,351,12,Monday,0,26,326,7.13,0
2024-02-04,Delhi,KFDE3,Brownie,Dessert,142,13,Sunday,0,31,583,5.66,1
2024-12-23,Bangalore,KFBA3,Brownie,Dessert,378,18,Monday,0,30,489,0.55,0
2024-03-23,Bangalore,KFBA2,Brownie,Dessert,185,44,Saturday,0,19,433,2.32,1
2024-12-23,Hyderabad,KFHY2,Paneer Biryani,Main Course,132,60,Monday,0,19,494,3.51,0
2024-08-02,Chennai,KFCH4,Pepperoni Pizza,Main Course,174,31,Friday,0,24,252,6.82,0
2024-08-20,Chennai,KFCH1,Margherita Pizza,Main Course,140,23,Tuesday,0,39,230,7.16,0
2024-01-23,Chennai,KFCH2,Paneer Biryani,Main Course,173,56,Tuesday,0,35,213,3.97,0
2024-12-31,Hyderabad,KFHY1,Brownie,Dessert,454,26,Tuesday,0,21,404,7.38,0
2024-09-20,Delhi,KFDE4,Cold Coffee,Beverages,409,86,Friday,0,28,560,6.11,0
2024-03-19,Mumbai,KFMU3,Chicken Biryani,Main Course,468,30,Tuesday,0,39,493,7.22,0
2024-03-28,Delhi,KFDE4,Chicken Biryani,Main Course,444,48,Thursday,0,28,320,3.2,0
2024-05-26,Mumbai,KFMU3,Paneer Biryani,Main Course,219,106,Sunday,1,30,282,7.32,1
2024-02-25,Hyderabad,KFHY3,Margherita Pizza,Main Course,305,91,Sunday,0,18,515,5.25,1
2024-04-29,Kolkata,KFKO2,Cold Coffee,Beverages,142,89,Monday,0,30,300,7.75,0
2024-12-29,Bangalore,KFBA1,Chicken Wrap,Snacks,400,98,Sunday,0,37,410,5.33,1
2024-10-24,Mumbai,KFMU1,Pepperoni Pizza,Main Course,423,107,Thursday,0,26,554,3.93,0
2024-05-25,Chennai,KFCH3,Chicken Wrap,Snacks,480,75,Saturday,0,35,428,6.67,1
2024-01-31,Delhi,KFDE4,Chicken Biryani,Main Course,448,42,Wednesday,0,39,299,5.58,0
2024-06-21,Pune,KFPU2,Chicken Biryani,Main Course,335,12,Friday,0,35,202,2.87,0
2024-05-28,Hyderabad,KFHY4,Pepperoni Pizza,Main Course,184,104,Tuesday,0,28,426,5.5,0
2024-02-18,Chennai,KFCH2,Paneer Biryani,Main Course,172,48,Sunday,0,27,245,2.31,1
2024-04-11,Delhi,KFDE2,Chicken Biryani,Main Course,475,18,Thursday,0,20,310,2.98,0
2024-09-24,Chennai,KFCH4,Brownie,Dessert,148,67,Tuesday,1,23,520,2.84,0
2024-06-23,Mumbai,KFMU4,Chicken Wrap,Snacks,305,80,Sunday,0,38,369,6.28,1
2024-08-09,Mumbai,KFMU2,Margherita Pizza,Main Course,253,11,Friday,0,38,352,6.3,0
2024-01-07,Hyderabad,KFHY1,Pepperoni Pizza,Main Course,131,20,Sunday,0,38,334,7.09,1
2024-11-02,Mumbai,KFMU4,Veg Wrap,Snacks,383,101,Saturday,0,25,244,3.49,1
2024-05-11,Bangalore,KFBA1,Chicken Biryani,Main Course,276,102,Saturday,0,30,278,0.95,1
2024-08-05,Hyderabad,KFHY2,Brownie,Dessert,238,9,Monday,0,37,530,7.72,0
2024-01-28,Chennai,KFCH1,Chicken Biryani,Main Course,178,94,Sunday,0,27,225,6.85,1
2024-10-27,Bangalore,KFBA3,Margherita Pizza,Main Course,300,76,Sunday,0,32,550,5.56,1
2024-11-16,Mumbai,KFMU3,Chicken Wrap,Snacks,221,92,Saturday,0,32,358,5.81,1
2024-08-29,Delhi,KFDE1,Paneer Biryani,Main Course,124,88,Thursday,0,28,447,1.51,0
2024-08-13,Kolkata,KFKO4,Margherita Pizza,Main Course,241,47,Tuesday,1,23,493,7.46,0
2024-03-18,Delhi,KFDE2,Margherita Pizza,Main Course,342,98,Monday,0,23,292,4.11,0
2024-08-22,Hyderabad,KFHY1,Chicken Biryani,Main Course,359,79,Thursday,0,28,550,2.31,0
2024-03-10,Mumbai,KFMU4,Chicken Wrap,Snacks,474,52,Sunday,0,29,338,3.94,1
2024-09-30,Bangalore,KFBA3,Cold Coffee,Beverages,477,92,Monday,1,21,307,6.44,0
2024-09-29,Bangalore,KFBA3,Margherita Pizza,Main Course,455,78,Sunday,1,25,340,6.91,1
2024-04-03,Mumbai,KFMU3,Cold Coffee,Beverages,200,79,Wednesday,1,35,541,6.91,0
2024-05-16,Pune,KFPU2,Chicken Wrap,Snacks,220,110,Thursday,1,27,454,5.26,0
2024-09-08,Delhi,KFDE3,Brownie,Dessert,210,26,Sunday,0,20,563,5.47,1
2024-01-10,Hyderabad,KFHY1,Pepperoni Pizza,Main Course,367,42,Wednesday,1,18,359,4.35,0
2024-08-28,Bangalore,KFBA4,Chicken Wrap,Snacks,236,116,Wednesday,1,34,558,4.83,0
2024-01-17,Delhi,KFDE1,Chicken Wrap,Snacks,468,88,Wednesday,0,35,523,6.85,0
2024-09-13,Delhi,KFDE2,Margherita Pizza,Main Course,235,91,Friday,0,28,240,0.79,0
2024-07-11,Mumbai,KFMU2,Paneer Biryani,Main Course,356,68,Thursday,1,22,455,3.77,0
2024-05-28,Bangalore,KFBA4,Paneer Biryani,Main Course,490,23,Tuesday,0,24,502,7.28,0
2024-06-02,Pune,KFPU1,Pepperoni Pizza,Main Course,251,27,Sunday,0,32,441,2.04,1
2024-08-08,Mumbai,KFMU4,Veg Wrap,Snacks,231,107,Thursday,0,31,523,2.71,0
2024-07-13,Kolkata,KFKO4,Veg Wrap,Snacks,159,67,Saturday,0,19,223,3.14,1
2024-01-04,Bangalore,KFBA2,Chicken Biryani,Main Course,300,37,Thursday,1,38,517,4.49,0
2024-12-22,Mumbai,KFMU2,Brownie,Dessert,222,42,Sunday,0,37,202,7.12,1
2024-12-07,Kolkata,KFKO4,Chicken Wrap,Snacks,451,42,Saturday,0,21,438,3.62,1
2024-12-08,Delhi,KFDE2,Pepperoni Pizza,Main Course,309,105,Sunday,0,36,405,1.44,1
2024-02-16,Chennai,KFCH4,Cold Coffee,Beverages,135,26,Friday,0,38,440,3.36,0
2024-10-13,Delhi,KFDE2,Brownie,Dessert,281,13,Sunday,0,27,413,2.49,1
2024-11-19,Hyderabad,KFHY3,Chicken Biryani,Main Course,242,25,Tuesday,0,34,520,5.81,0
2024-02-20,Hyderabad,KFHY1,Chicken Biryani,Main Course,207,70,Tuesday,0,24,578,6.53,0
2024-06-15,Pune,KFPU2,Chicken Biryani,Main Course,200,38,Saturday,0,26,340,2.1,1
2024-12-05,Hyderabad,KFHY1,Veg Wrap,Snacks,456,67,Thursday,0,33,374,3.76,0
2024-07-10,Mumbai,KFMU1,Veg Wrap,Snacks,390,104,Wednesday,0,21,568,0.69,0
2024-03-18,Delhi,KFDE1,Pepperoni Pizza,Main Course,281,65,Monday,0,36,589,4.6,0
2024-06-16,Bangalore,KFBA1,Chicken Biryani,Main Course,402,91,Sunday,1,30,439,6.5,1
2024-05-26,Hyderabad,KFHY4,Veg Wrap,Snacks,162,78,Sunday,0,21,350,2.87,1
2024-01-22,Bangalore,KFBA1,Margherita Pizza,Main Course,447,11,Monday,0,20,313,6.75,0
2024-03-23,Bangalore,KFBA2,Chicken Wrap,Snacks,447,101,Saturday,0,38,530,1.94,1
2024-05-19,Mumbai,KFMU2,Chicken Biryani,Main Course,124,66,Sunday,1,22,317,2.35,1
2024-11-13,Delhi,KFDE4,Chicken Biryani,Main Course,138,90,Wednesday,0,19,246,3.36,0
2024-10-15,Pune,KFPU4,Pepperoni Pizza,Main Course,198,91,Tuesday,0,36,327,6.13,0
2024-09-04,Hyderabad,KFHY1,Brownie,Dessert,457,67,Wednesday,0,25,417,3.88,0
2024-07-20,Mumbai,KFMU2,Pepperoni Pizza,Main Course,177,86,Saturday,1,26,281,5.78,1
2024-08-06,Mumbai,KFMU4,Cold Coffee,Beverages,385,102,Tuesday,0,33,201,2.66,0
2024-03-14,Chennai,KFCH2,Paneer Biryani,Main Course,414,95,Thursday,0,23,219,2.73,0
2024-05-27,Hyderabad,KFHY3,Chicken Wrap,Snacks,486,70,Monday,0,19,522,3.3,0
2024-10-09,Delhi,KFDE1,Chicken Biryani,Main Course,471,52,Wednesday,0,21,258,4.98,0
2024-03-05,Bangalore,KFBA2,Chicken Biryani,Main Course,385,65,Tuesday,1,39,247,0.55,0
2024-04-07,Chennai,KFCH1,Margherita Pizza,Main Course,403,69,Sunday,0,21,206,2.4,1
2024-06-12,Bangalore,KFBA1,Paneer Biryani,Main Course,192,113,Wednesday,0,23,375,5.49,0
2024-11-25,Delhi,KFDE3,Pepperoni Pizza,Main Course,297,58,Monday,1,38,326,6.55,0
2024-09-27,Hyderabad,KFHY1,Veg Wrap,Snacks,192,31,Friday,0,34,242,5.28,0
2024-06-18,Delhi,KFDE4,Margherita Pizza,Main Course,287,43,Tuesday,0,32,246,0.72,0
2024-08-12,Mumbai,KFMU2,Margherita Pizza,Main Course,418,57,Monday,1,28,260,3.69,0
2024-11-26,Delhi,KFDE2,Brownie,Dessert,257,86,Tuesday,0,36,363,7.5,0
2024-03-17,Chennai,KFCH3,Paneer Biryani,Main Course,477,69,Sunday,0,31,463,1.01,1
2024-07-27,Mumbai,KFMU1,Pepperoni Pizza,Main Course,226,93,Saturday,0,18,381,6.95,1
2024-12-03,Bangalore,KFBA1,Paneer Biryani,Main Course,177,111,Tuesday,0,23,367,3.82,0
2024-09-08,Bangalore,KFBA1,Cold Coffee,Beverages,211,22,Sunday,0,39,338,4.99,1
2024-07-23,Hyderabad,KFHY2,Brownie,Dessert,254,65,Tuesday,0,21,406,2.61,0
2024-01-03,Chennai,KFCH2,Paneer Biryani,Main Course,240,27,Wednesday,1,38,332,6.4,0
2024-04-18,Kolkata,KFKO4,Veg Wrap,Snacks,410,72,Thursday,0,21,339,2.37,0
2024-11-07,Delhi,KFDE3,Chicken Biryani,Main Course,396,65,Thursday,0,37,543,6.42,0
2024-11-06,Chennai,KFCH4,Cold Coffee,Beverages,471,9,Wednesday,0,27,376,4.29,0
2024-10-21,Mumbai,KFMU1,Margherita Pizza,Main Course,436,13,Monday,0,30,234,3.12,0
2024-04-27,Pune,KFPU2,Cold Coffee,Beverages,195,91,Saturday,0,39,484,3.94,1
2024-03-27,Pune,KFPU4,Pepperoni Pizza,Main Course,491,115,Wednesday,0,30,446,0.51,0
2024-05-13,Hyderabad,KFHY2,Pepperoni Pizza,Main Course,269,37,Monday,0,28,321,3.16,0
2024-04-24,Hyderabad,KFHY2,Chicken Biryani,Main Course,353,32,Wednesday,0,24,446,2.33,0
2024-05-06,Bangalore,KFBA2,Cold Coffee,Beverages,271,81,Monday,1,26,374,6.15,0
2024-01-19,Bangalore,KFBA2,Brownie,Dessert,294,110,Friday,0,35,553,3.59,0
2024-09-02,Mumbai,KFMU2,Margherita Pizza,Main Course,358,81,Monday,0,38,519,7.5,0
2024-10-21,Delhi,KFDE1,Cold Coffee,Beverages,388,73,Monday,0,20,206,6.3,0
2024-04-12,Pune,KFPU1,Chicken Biryani,Main Course,181,36,Friday,1,20,406,7.14,0
2024-10-08,Hyderabad,KFHY4,Chicken Biryani,Main Course,429,32,Tuesday,0,18,292,6.66,0
2024-12-01,Mumbai,KFMU3,Chicken Wrap,Snacks,237,109,Sunday,0,36,346,6.91,1
2024-09-27,Bangalore,KFBA3,Margherita Pizza,Main Course,149,61,Friday,0,36,583,2.03,0
2024-08-11,Chennai,KFCH2,Chicken Wrap,Snacks,358,61,Sunday,0,32,419,4.59,1
2024-02-18,Pune,KFPU2,Paneer Biryani,Main Course,452,56,Sunday,1,37,420,4.69,1
2024-12-04,Bangalore,KFBA2,Pepperoni Pizza,Main Course,439,44,Wednesday,0,21,259,5.92,0
2024-05-01,Kolkata,KFKO3,Brownie,Dessert,466,34,Wednesday,0,34,592,0.54,0
2024-05-03,Delhi,KFDE1,Brownie,Dessert,326,52,Friday,0,25,400,4.88,0
2024-12-22,Pune,KFPU2,Cold Coffee,Beverages,433,85,Sunday,0,36,391,5.85,1
2024-02-28,Kolkata,KFKO4,Chicken Biryani,Main Course,339,10,Wednesday,0,34,599,6.19,0
2024-10-03,Delhi,KFDE4,Paneer Biryani,Main Course,364,90,Thursday,0,29,369,3.61,0
2024-09-23,Chennai,KFCH4,Brownie,Dessert,223,63,Monday,0,30,585,3.69,0
2024-07-22,Delhi,KFDE4,Veg Wrap,Snacks,326,84,Monday,0,19,377,3.37,0
2024-12-11,Kolkata,KFKO2,Pepperoni Pizza,Main Course,343,117,Wednesday,0,23,438,5.28,0
2024-08-09,Pune,KFPU1,Pepperoni Pizza,Main Course,292,100,Friday,0,31,468,5.41,0
2024-10-04,Delhi,KFDE3,Margherita Pizza,Main Course,326,8,Friday,0,23,539,6.3,0
2024-12-05,Hyderabad,KFHY1,Chicken Wrap,Snacks,376,41,Thursday,0,23,580,7.09,0
2024-06-11,Kolkata,KFKO1,Chicken Wrap,Snacks,239,50,Tuesday,0,23,416,7.23,0
2024-07-05,Kolkata,KFKO1,Cold Coffee,Beverages,223,81,Friday,0,19,463,2.37,0
2024-06-30,Pune,KFPU4,Pepperoni Pizza,Main Course,295,45,Sunday,1,28,486,6.51,1
2024-12-30,Bangalore,KFBA3,Cold Coffee,Beverages,262,20,Monday,0,34,490,0.67,0
2024-07-05,Pune,KFPU3,Pepperoni Pizza,Main Course,423,39,Friday,0,31,313,5.8,0
2024-12-21,Kolkata,KFKO3,Brownie,Dessert,354,62,Saturday,0,33,396,6.98,1
2024-05-17,Bangalore,KFBA1,Chicken Wrap,Snacks,180,33,Friday,0,28,273,1.54,0
2024-06-01,Hyderabad,KFHY4,Veg Wrap,Snacks,462,28,Saturday,0,19,382,5.14,1
2024-07-09,Bangalore,KFBA1,Veg Wrap,Snacks,268,16,Tuesday,0,39,312,3.96,0
2024-06-14,Mumbai,KFMU2,Veg Wrap,Snacks,407,15,Friday,0,39,409,1.33,0
2024-03-15,Pune,KFPU4,Margherita Pizza,Main Course,462,45,Friday,0,26,381,2.56,0
2024-12-04,Mumbai,KFMU4,Cold Coffee,Beverages,379,69,Wednesday,0,29,413,4.85,0
2024-07-27,Pune,KFPU2,Pepperoni Pizza,Main Course,231,37,Saturday,0,28,406,6.79,1
2024-04-27,Hyderabad,KFHY2,Pepperoni Pizza,Main Course,250,32,Saturday,0,30,521,4.79,1
2024-08-17,Delhi,KFDE4,Pepperoni Pizza,Main Course,145,79,Saturday,0,25,498,0.89,1
2024-01-08,Pune,KFPU4,Paneer Biryani,Main Course,328,108,Monday,1,33,517,4.98,0
2024-02-14,Bangalore,KFBA3,Brownie,Dessert,274,57,Wednesday,0,26,378,0.73,0
2024-08-21,Mumbai,KFMU3,Cold Coffee,Beverages,238,61,Wednesday,0,38,421,1.46,0
2024-08-18,Pune,KFPU3,Chicken Wrap,Snacks,392,79,Sunday,1,36,210,6.42,1
2024-12-29,Delhi,KFDE2,Veg Wrap,Snacks,395,54,Sunday,0,27,251,3.79,1
2024-03-24,Bangalore,KFBA1,Pepperoni Pizza,Main Course,415,76,Sunday,0,25,594,2.95,1
2024-04-02,Chennai,KFCH4,Chicken Wrap,Snacks,257,43,Tuesday,0,21,324,2.77,0
2024-02-05,Pune,KFPU2,Pepperoni Pizza,Main Course,123,99,Monday,0,23,582,7.9,0
2024-10-04,Delhi,KFDE3,Cold Coffee,Beverages,130,96,Friday,0,22,391,4.86,0
2024-05-07,Chennai,KFCH4,Veg Wrap,Snacks,231,64,Tuesday,0,34,264,3.95,0
2024-11-08,Kolkata,KFKO2,Margherita Pizza,Main Course,303,102,Friday,0,30,288,4.81,0
2024-04-15,Kolkata,KFKO3,Cold Coffee,Beverages,286,39,Monday,1,26,239,3.29,0
2024-11-28,Mumbai,KFMU3,Chicken Wrap,Snacks,157,87,Thursday,0,20,247,3.55,0
2024-10-21,Hyderabad,KFHY3,Chicken Biryani,Main Course,343,76,Monday,1,30,536,6.63,0
2024-03-17,Mumbai,KFMU4,Paneer Biryani,Main Course,389,99,Sunday,0,24,271,3.29,1
2024-06-08,Bangalore,KFBA2,Cold Coffee,Beverages,239,96,Saturday,0,20,330,1.87,1
2024-08-13,Chennai,KFCH4,Margherita Pizza,Main Course,319,76,Tuesday,0,23,405,2.4,0
2024-09-12,Bangalore,KFBA4,Chicken Biryani,Main Course,434,35,Thursday,0,22,389,7.91,0
2024-05-06,Mumbai,KFMU3,Pepperoni Pizza,Main Course,332,88,Monday,0,39,587,0.5,0
2024-05-06,Delhi,KFDE2,Chicken Biryani,Main Course,395,81,Monday,0,21,584,3.13,0
2024-09-29,Delhi,KFDE4,Paneer Biryani,Main Course,338,132,Sunday,1,25,463,7.43,1
2024-07-05,Pune,KFPU3,Margherita Pizza,Main Course,275,93,Friday,0,19,445,3.72,0
